frag_id,charge,H2O,NH3,CO,CO2,2H2O,2NH3,%H,%2H,css,rawcos,theory_mz,theory_int,obs_mz,ppm,obs_int,within,obs_idx
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1841.8804,16.43551251824704,1841.8875,3.8547562588953896,14.0,True,16473
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1842.38205,31.89853576078939,1842.3835,0.7870246021866533,49.37,True,16483
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1842.8837,33.92,1842.8837,0.0,33.92,True,16493
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1843.38535,25.76993960945479,1843.3783,-3.8244852059476377,17.14,True,16503
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1843.887,15.514166124271107,1843.8939,3.742094824730012,2.0,True,16511
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1844.38865,7.8167822118023365,1844.4528,34.78117261235959,1.731,False,16517
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1844.8903,3.408649797335628,1844.8301,-32.63066644131773,2.635,False,16521
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1845.39195,1.3158993112796904,1845.3428,-26.63390831419537,3.827,False,16527
z36-CO2,2,0,0,0,1,0,0,0.0,100.0,0.9162200861886889,0.5810972345459672,1845.8936,0.4571176371998981,1845.8831,-5.688301861002588,4.423,True,16532
b25-2H2O,1,0,0,0,0,1,0,0.0,0.0,0.8866647933405633,0.8785665367694332,2584.2391,18.80827853613722,2584.2778,14.975394498157147,30.0,True,25886
b25-2H2O,1,0,0,0,0,1,0,0.0,0.0,0.8866647933405633,0.8785665367694332,2585.2424,26.0,2585.2424,0.0,26.0,True,25907
b25-2H2O,1,0,0,0,0,1,0,0.0,0.0,0.8866647933405633,0.8785665367694332,2586.2457,20.70158335268417,2586.2534,2.9772886621381356,3.0,True,25929
b25-2H2O,1,0,0,0,0,1,0,0.0,0.0,0.8866647933405633,0.8785665367694332,2587.249,12.04305084201346,2587.2646,6.02957040477233,3.581,True,25940
b25-2H2O,1,0,0,0,0,1,0,0.0,0.0,0.8866647933405633,0.8785665367694332,2588.2523,5.614175485424682,2588.2246,-10.70220240897509,1.742,True,25950
